name,Michelin stars,year,latitude,longitude,city,region,zipCode,cuisine,price,url,price_str,age_of_recognition,geo_group,cuisine_group,has_url,price_numeric
Monte,1,2019-01-01,45.08279,13.631168,Rovinj,Croatia,52210,Creative,5,https://guide.michelin.com/hr/en/istria/rovinj/restaurant/monte,5,4,North-East,Creative,1,5.0
Moor Hall,2,2019-01-01,53.54162,-2.8895495,Aughton,United Kingdom,L39 6RT,Modern British,Not Specified,https://guide.michelin.com/gb/en/lancashire/aughton/restaurant/moor-hall,Not Specified,4,North-West,Modern British,1,
Mori Sushi,1,2019-01-01,34.033398,-118.44229,Los Angeles,California,90064,Japanese,4,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/mori-sushi,4,4,North-West,Japanese,1,4.0
Morston Hall,1,2019-01-01,52.95473,0.98729,Morston,United Kingdom,NR25 7AA,Modern British,Not Specified,https://guide.michelin.com/gb/en/norfolk/morston/restaurant/morston-hall,Not Specified,4,North-East,Modern British,1,
Mosu,1,2019-01-01,37.536415,126.99934,Seoul,South Korea,Unknown,Innovative,5,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mosu,5,4,North-East,Innovative,1,5.0
Mountain and Sea House,1,2019-01-01,25.038046,121.531395,Taipei,Taipei,110,Taiwanese,2,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mountain-and-sea-house,2,4,North-East,Taiwanese,1,2.0
Mourad,1,2019-01-01,37.78695,-122.39987,San Francisco,California,94105,Moroccan,3,https://guide.michelin.com/us/en/california/san-francisco/restaurant/mourad,3,4,North-West,Moroccan,1,3.0
Mraz & Sohn,2,2019-01-01,48.23129,16.37637,Wien,Austria,1200,Creative,5,https://guide.michelin.com/at/en/vienna/wien/restaurant/mraz-sohn,5,4,North-East,Creative,1,5.0
MUME,1,2019-01-01,25.036266,121.54809,Taipei,Taipei,110,European contemporary,3,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mume,3,4,North-East,European contemporary,1,3.0
Muoki,1,2019-01-01,37.518963,127.04217,Seoul,South Korea,Unknown,Innovative,3,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/muoki,3,4,North-East,Innovative,1,3.0
Murano,1,2019-01-01,51.50707,-0.14722,Mayfair,United Kingdom,W1J 5PP,Italian,Not Specified,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/murano,Not Specified,4,North-West,Italian,1,
n/naka,2,2019-01-01,34.02526,-118.41206,Los Angeles,California,90034,Contemporary,4,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/n-naka,4,4,North-West,Contemporary,1,4.0
Nahm,1,2019-01-01,13.724357,100.53926,Bangkok,Thailand,Unknown,Thai,3,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/nahm,3,4,North-East,Thai,1,3.0
New Punjab Club,1,2019-01-01,22.28005,114.15525,Hong Kong,Hong Kong,Unknown,Indian,2,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/new-punjab-club,2,4,North-East,Indian,1,2.0
Nico,1,2019-01-01,37.795803,-122.40333,San Francisco,California,94101,Contemporary,3,https://guide.michelin.com/us/en/california/san-francisco/restaurant/nico,3,4,North-West,Contemporary,1,3.0
Nix,1,2019-01-01,40.733166,-73.993515,New York,New York City,10003,Vegetarian,3,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nix,3,4,North-West,Vegetarian,1,3.0
Noda,1,2019-01-01,40.74497,-73.988075,New York,New York City,Unknown,Japanese,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/noda,4,4,North-West,Japanese,1,4.0
Noel,1,2019-01-01,45.811054,15.988205,Zagreb,Croatia,10000,Modern cuisine,5,https://guide.michelin.com/hr/en/zagreb-region/zagreb/restaurant/noel,5,4,North-East,Modern cuisine,1,5.0
noma,2,2019-01-01,55.68332,12.61006,København,Denmark,1432 K,Creative,4,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/noma,4,4,North-East,Creative,1,4.0
NoMad,1,2019-01-01,40.74497,-73.98883,New York,New York City,10001,Contemporary,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nomad,4,4,North-West,Contemporary,1,4.0
North Pond,1,2019-01-01,41.9296,-87.63762,Chicago,Chicago,60614,Contemporary,3,https://guide.michelin.com/us/en/illinois/chicago/restaurant/north-pond,3,4,North-West,Contemporary,1,3.0
Northcote,1,2019-01-01,53.80933,-2.4476,Langho,United Kingdom,BB6 8BE,Modern British,Not Specified,https://guide.michelin.com/gb/en/lancashire/langho/restaurant/northcote,Not Specified,4,North-West,Modern British,1,
Nouri,1,2018-01-01,1.28086,103.84713,Singapore,Singapore,Unknown,Innovative,1,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/nouri,1,5,North-East,Innovative,1,1.0
Nozawa Bar,1,2019-01-01,34.0683,-118.39849,Los Angeles,California,90210,Japanese,4,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/nozawa-bar,4,4,North-West,Japanese,1,4.0
Number One,1,2019-01-01,55.95298,-3.18966,Edinburgh,United Kingdom,EH2 2EQ,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/number-one,Not Specified,4,North-West,Modern cuisine,1,
Nut Tree,1,2019-01-01,51.83618,-1.1499,Murcott,United Kingdom,OX5 2RE,Traditional British,Not Specified,https://guide.michelin.com/gb/en/oxfordshire/murcott/restaurant/nut-tree,Not Specified,4,North-West,Traditional British,1,
Oaxen Krog,2,2019-01-01,59.322342,18.101831,Stockholm,Sweden,11521,Creative,4,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/oaxen-krog,4,4,North-East,Creative,1,4.0
Octavia,1,2019-01-01,37.787857,-122.42709,San Francisco,California,94109,Californian,3,https://guide.michelin.com/us/en/california/san-francisco/restaurant/octavia,3,4,North-West,Californian,1,3.0
Octavium,1,2019-01-01,22.282587,114.1572,Hong Kong,Hong Kong,Unknown,Italian,3,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/octavium,3,4,North-East,Italian,1,3.0
Odette,2,2018-01-01,1.2896459,103.8516,Singapore,Singapore,Unknown,French contemporary,4,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/odette,4,5,North-East,French,1,4.0
Okuda,1,2019-01-01,40.743793,-74.00633,New York,New York City,Unknown,Japanese,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/okuda,4,4,North-West,Japanese,1,4.0
Olive Tree,1,2019-01-01,51.38707,-2.3627,Bath,United Kingdom,BA1 2QF,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/bath/restaurant/olive-tree,Not Specified,4,North-West,Modern cuisine,1,
Olo,1,2019-01-01,60.16616,24.947704,Helsingfors / Helsinki,Finland,170,Modern cuisine,3,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/olo,3,4,North-East,Modern cuisine,1,3.0
Olympe,1,2019-01-01,-22.96109,-43.20658,Rio de Janeiro - 22470,Rio de Janeiro,230,French,5,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/olympe,5,4,South-West,French,1,5.0
Omakase,1,2019-01-01,37.77077,-122.40298,San Francisco,California,94103,Japanese,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/omakase,4,4,North-West,Japanese,1,4.0
Onyx,2,2019-01-01,47.49712,19.05067,Budapest,Hungary,1051,Modern cuisine,5,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/onyx,5,4,North-East,Modern cuisine,1,5.0
Operakällaren,1,2019-01-01,59.329876,18.071363,Stockholm,Sweden,111 86,Classic cuisine,4,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/operakallaren,4,4,North-East,Classic cuisine,1,4.0
Ora,1,2019-01-01,60.157578,24.942947,Helsingfors / Helsinki,Finland,150,Modern cuisine,3,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/ora,3,4,North-East,Modern cuisine,1,3.0
Oriole,2,2019-01-01,41.886196,-87.64513,Chicago,Chicago,60661,Contemporary,4,https://guide.michelin.com/us/en/illinois/chicago/restaurant/oriole,4,4,North-West,Contemporary,1,4.0
Oro,2,2019-01-01,-22.98601,-43.22471,Rio de Janeiro - 22441,Rio de Janeiro,15,creative,5,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oro,5,4,South-West,Creative,1,5.0
Orsa & Winston,1,2019-01-01,33.92145,-118.275406,Los Angeles,California,90013,Fusion,4,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/orsa-winston,4,4,North-West,Fusion,1,4.0
Osteria Mozza,1,2019-01-01,34.08342,-118.338974,Los Angeles,California,90028,Italian,3,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/osteria-mozza,3,4,North-West,Italian,1,3.0
Oteque,1,2019-01-01,-22.95747,-43.194424,Rio de Janeiro - 22271,Rio de Janeiro,20,modern,5,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oteque,5,4,South-West,Modern cuisine,1,5.0
Outlaw's Fish Kitchen,1,2019-01-01,50.59206,-4.832,Port Isaac,United Kingdom,PL29 3RH,Seafood,Not Specified,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/outlaw-s-fish-kitchen,Not Specified,4,North-West,Seafood,1,
OX,1,2019-01-01,54.59891,-5.92198,Belfast,United Kingdom,BT1 3LA,Modern British,Not Specified,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/ox399109,Not Specified,4,North-West,Modern British,1,
Oxford Kitchen,1,2019-01-01,51.776733,-1.264794,Oxford,United Kingdom,OX2 7HQ,Modern British,Not Specified,https://guide.michelin.com/gb/en/oxfordshire/oxford/restaurant/oxford-kitchen,Not Specified,4,North-West,Modern British,1,
Oxomoco,1,2019-01-01,40.730057,-73.95538,New York,New York City,11222,Mexican,3,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/oxomoco,3,4,North-West,Mexican,1,3.0
Paco Tapas,1,2019-01-01,51.44647,-2.59358,Bristol,United Kingdom,BS1 6FU,Spanish,Not Specified,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/paco-tapas,Not Specified,4,North-West,Spanish,1,
Palace,1,2019-01-01,60.16556,24.95256,Helsingfors / Helsinki,Finland,130,Modern cuisine,3,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/palace,3,4,North-East,Modern cuisine,1,3.0
Pang's Kitchen,1,2019-01-01,22.26921,114.18452,Hong Kong,Hong Kong,Unknown,Cantonese,1,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/pang-s-kitchen,1,4,North-East,Chinese,1,1.0
Parachute,1,2019-01-01,41.94483,-87.70638,Chicago,Chicago,60618,Fusion,2,https://guide.michelin.com/us/en/illinois/chicago/restaurant/parachute,2,4,North-West,Fusion,1,2.0
Paste,1,2019-01-01,13.744594,100.540565,Bangkok,Thailand,Unknown,Thai,3,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/paste,3,4,North-East,Thai,1,3.0
Patrick Guilbaud,2,2019-01-01,53.33893,-6.25283,City Centre,Ireland,D2,Modern French,Not Specified,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/patrick-guilbaud,Not Specified,4,North-West,French,1,
Paul Ainsworth at No.6,1,2019-01-01,50.541534,-4.9398518,Padstow,United Kingdom,PL28 8AP,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/cornwall/padstow/restaurant/paul-ainsworth-at-no-6,Not Specified,4,North-West,Modern cuisine,1,
Pearl Dragon,1,2019-01-01,22.140524,113.56256,Macau,Macau,Unknown,Cantonese,3,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/pearl-dragon,3,4,North-East,Chinese,1,3.0
Peel's,1,2019-01-01,52.4259,-1.70536,Hampton in Arden,United Kingdom,B92 ODQ,Creative British,Not Specified,https://guide.michelin.com/gb/en/west-midlands/hampton-in-arden/restaurant/peel-s,Not Specified,4,North-West,Creative British,1,
Pelegrini,1,2019-01-01,43.73603,15.888903,Šibenik,Croatia,22000,Modern cuisine,5,https://guide.michelin.com/hr/en/sibenik-knin/sibenik/restaurant/pelegrini,5,4,North-East,Modern cuisine,1,5.0
Per Se,3,2019-01-01,40.76828,-73.98292,New York,New York City,10019,Contemporary,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/per-se,4,4,North-West,Contemporary,1,4.0
Peter Luger,1,2019-01-01,40.70986,-73.96263,New York,New York City,11211,Steakhouse,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/peter-luger,4,4,North-West,Steakhouse,1,4.0
Pétrus,1,2019-01-01,51.49951,-0.15662,Belgravia,United Kingdom,SW1X 8EA,French,Not Specified,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/petrus284688,Not Specified,4,North-West,French,1,
Pfefferschiff,1,2019-01-01,47.83787,13.07917,Hallwang,Austria,5300,Classic cuisine,5,https://guide.michelin.com/at/en/salzburg-region/hallwang/restaurant/pfefferschiff,5,4,North-East,Classic cuisine,1,5.0
Picchi,1,2019-01-01,-23.565063,-46.666767,São Paulo - 01426,Sao Paulo,1,Italian,5,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/picchi,5,4,South-West,Italian,1,5.0
Pied à Terre,1,2019-01-01,51.519,-0.13511,Bloomsbury,United Kingdom,W1T 2NH,Creative,Not Specified,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/pied-a-terre,Not Specified,4,North-West,Creative,1,
Pierre,2,2019-01-01,22.282127,114.15948,Hong Kong,Hong Kong,Unknown,French contemporary,4,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/pierre,4,4,North-East,French,1,4.0
Pineapple and Pearls,2,2019-01-01,38.880707,-76.99514,"Washington, D.C.",Washington DC,20003,Contemporary,4,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/pineapple-and-pearls,4,4,North-West,Contemporary,1,4.0
Pipe and Glass,1,2019-01-01,53.8955,-0.53301,South Dalton,United Kingdom,HU17 7PN,Modern British,Not Specified,https://guide.michelin.com/gb/en/east-riding-of-yorkshire/south-dalton/restaurant/pipe-and-glass,Not Specified,4,North-West,Modern British,1,
Plume,1,2019-01-01,38.906,-77.03671,"Washington, D.C.",Washington DC,20036,European,4,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/plume,4,4,North-West,European,1,4.0
Plumed Horse,1,2019-01-01,37.25648,-122.03537,South San Francisco,California,95070,Contemporary,4,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/plumed-horse,4,4,North-West,Contemporary,1,4.0
PM & Vänner,1,2019-01-01,56.87892,14.80387,Växjö,Sweden,352 31,Creative,3,https://guide.michelin.com/se/en/kronoberg/vaxjo/restaurant/pm-vanner,3,4,North-East,Creative,1,3.0
Pollen Street Social,1,2019-01-01,51.5133,-0.14234,Mayfair,United Kingdom,W1S 1NQ,Creative,Not Specified,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/pollen-street-social,Not Specified,4,North-West,Creative,1,
Pony & Trap,1,2019-01-01,51.34938,-2.5925994,Chew Magna,United Kingdom,BS40 8TQ,Modern British,Not Specified,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/chew-magna/restaurant/pony-trap,Not Specified,4,North-West,Modern British,1,
Poom,1,2019-01-01,37.54903,126.98341,Seoul,South Korea,Unknown,Korean,3,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/poom,3,4,North-East,Korean,1,3.0
Portland,1,2019-01-01,51.519726,-0.142555,Regent's Park,United Kingdom,W1W 6QQ,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/greater-london/regent-s-park/restaurant/portland,Not Specified,4,North-West,Modern cuisine,1,
Pramerl & the Wolf,1,2019-01-01,48.20945,16.37174,Wien,Austria,1090,Creative,5,https://guide.michelin.com/at/en/vienna/wien/restaurant/pramerl-the-wolf,5,4,North-East,Creative,1,5.0
Protégé,1,2019-01-01,37.427853,-122.14362,South San Francisco,California,94301,Contemporary,3,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/protege,3,4,North-West,Contemporary,1,3.0
Providence,2,2019-01-01,34.083523,-118.33019,Los Angeles,California,90028,Seafood,4,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/providence,4,4,North-West,Seafood,1,4.0
PRU,1,2019-01-01,8.034298,98.2764,Phuket,Thailand,Unknown,Innovative,5,https://guide.michelin.com/th/en/phuket-region/phuket/restaurant/pru,5,4,North-East,Innovative,1,5.0
Purnell's,1,2019-01-01,52.48268,-1.9018,Birmingham,United Kingdom,B3 2DH,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/purnell-s,Not Specified,4,North-West,Modern cuisine,1,
Putien (Kitchener Road),1,2018-01-01,1.30969,103.8573,Singapore,Singapore,Unknown,Fujian,1,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/putien-kitchener-road,1,5,North-East,Fujian,1,1.0
Q Sushi,1,2019-01-01,34.046883,-118.255844,Los Angeles,California,90017,Japanese,4,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/q-sushi,4,4,North-West,Japanese,1,4.0
Qi (Wan Chai),1,2019-01-01,22.276443,114.17126,Hong Kong,Hong Kong,Unknown,Sichuan,1,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/qi-wan-chai,1,4,North-East,Sichuan,1,1.0
Quilon,1,2019-01-01,51.49863,-0.13726,Victoria,United Kingdom,SW1E 6AF,Indian,Not Specified,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/quilon,Not Specified,4,North-West,Indian,1,
Quince,3,2019-01-01,37.79762,-122.40337,San Francisco,California,94133,Contemporary,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/quince,4,4,North-West,Contemporary,1,4.0
R-Haan,1,2019-01-01,13.731805,100.57972,Bangkok,Thailand,Unknown,Thai,4,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/r-haan,4,4,North-East,Thai,1,4.0
Raby Hunt,2,2019-01-01,54.56647,-1.689258,Summerhouse,United Kingdom,DL2 3UD,Modern British,Not Specified,https://guide.michelin.com/gb/en/darlington/summerhouse/restaurant/raby-hunt,Not Specified,4,North-West,Modern British,1,
Rasa,1,2019-01-01,37.577522,-122.345985,San Francisco,California,94010,Indian,2,https://guide.michelin.com/us/en/california/san-francisco/restaurant/rasa,2,4,North-West,Indian,1,2.0
RAW,2,2019-01-01,25.082666,121.559525,Taipei,Taipei,110,Innovative,3,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/raw,3,4,North-East,Innovative,1,3.0
RE-NAA,1,2019-01-01,58.972088,5.732877,Stavanger,Norway,4006,Creative,4,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/re-naa,4,4,North-East,Creative,1,4.0
Rech,1,2019-01-01,22.293434,114.174034,Hong Kong,Hong Kong,Unknown,Seafood,4,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/rech,4,4,North-East,Seafood,1,4.0
Red Lion Freehouse,1,2019-01-01,51.2736,-1.8007996,East Chisenbury,United Kingdom,SN9 6AQ,Classic cuisine,Not Specified,https://guide.michelin.com/gb/en/wiltshire/east-chisenbury/restaurant/red-lion-freehouse,Not Specified,4,North-West,Classic cuisine,1,
Relæ,1,2019-01-01,55.693233,12.543222,København,Denmark,2200 N,Modern cuisine,2,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/relae,2,4,North-East,Modern cuisine,1,2.0
Restaurant Hywel Jones by Lucknam Park,1,2019-01-01,51.45502,-2.25941,Colerne,United Kingdom,SN14 8AZ,Modern British,Not Specified,https://guide.michelin.com/gb/en/wiltshire/colerne/restaurant/restaurant-hywel-jones-by-lucknam-park,Not Specified,4,North-West,Modern British,1,
Restaurant Nathan Outlaw,2,2019-01-01,50.594086,-4.82854,Port Isaac,United Kingdom,PL29 3SB,Seafood,Not Specified,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/restaurant-nathan-outlaw,Not Specified,4,North-West,Seafood,1,
Restaurant Sat Bains,2,2019-01-01,52.92438,-1.1733198,Nottingham,United Kingdom,NG7 2SA,Creative,Not Specified,https://guide.michelin.com/gb/en/nottingham/nottingham/restaurant/restaurant-sat-bains,Not Specified,4,North-West,Creative,1,
Restaurant Tristan,1,2019-01-01,51.062347,-0.326034,Horsham,United Kingdom,RH12 1HU,Modern British,Not Specified,https://guide.michelin.com/gb/en/west-sussex/horsham/restaurant/restaurant-tristan,Not Specified,4,North-West,Modern British,1,
Rhubarb,1,2018-01-01,1.279368,103.843,Singapore,Singapore,Unknown,French contemporary,1,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/rhubarb,1,5,North-East,French,1,1.0
Rich Table,1,2019-01-01,37.774914,-122.42271,San Francisco,California,94102,Contemporary,3,https://guide.michelin.com/us/en/california/san-francisco/restaurant/rich-table,3,4,North-West,Contemporary,1,3.0
Ritz Restaurant,1,2019-01-01,51.50728,-0.14141,Westminster,United Kingdom,W1J 9BR,Modern British,Not Specified,https://guide.michelin.com/gb/en/greater-london/westminster/restaurant/ritz-restaurant,Not Specified,4,North-West,Modern British,1,
River Café,1,2019-01-01,51.48395,-0.22423,Hammersmith,United Kingdom,W6 9HA,Italian,Not Specified,https://guide.michelin.com/gb/en/greater-london/hammersmith/restaurant/river-cafe,Not Specified,4,North-West,Italian,1,
Robuchon au Dôme,3,2019-01-01,22.189949,113.54395,Macau,Macau,Unknown,French contemporary,4,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/robuchon-au-dome,4,4,North-East,French,1,4.0
Rogan & Co,1,2019-01-01,54.20074,-2.95464,Cartmel,United Kingdom,LA11 6QD,Creative British,Not Specified,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/rogan-co,Not Specified,4,North-West,Creative British,1,
Roganic,1,2019-01-01,51.518314,-0.1520875,Marylebone,United Kingdom,W1U 3DB,Creative British,Not Specified,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/roganic,Not Specified,4,North-West,Creative British,1,
Roister,1,2019-01-01,41.886658,-87.65187,Chicago,Chicago,60607,Contemporary,3,https://guide.michelin.com/us/en/illinois/chicago/restaurant/roister,3,4,North-West,Contemporary,1,3.0
Rose's Luxury,1,2019-01-01,38.88064,-76.99515,"Washington, D.C.",Washington DC,20003,Contemporary,2,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/rose-s-luxury,2,4,North-West,Contemporary,1,2.0
Ruean Panya,1,2019-01-01,13.558403,100.28264,Bangkok,Thailand,Unknown,Thai,2,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ruean-panya,2,4,North-East,Thai,1,2.0
Rustic Canyon,1,2019-01-01,34.024952,-118.49118,Los Angeles,California,90401,Californian,3,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/rustic-canyon,3,4,North-West,Californian,1,3.0
Ryo Gastronomia,1,2019-01-01,-23.58132,-46.6767,São Paulo - 04531,Sao Paulo,1,Japanese,5,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/ryo-gastronomia,5,4,South-West,Japanese,1,5.0
Saawaan,1,2019-01-01,13.721809,100.53741,Bangkok,Thailand,Unknown,Thai Contemporary,4,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saawaan,4,4,North-East,Thai Contemporary,1,4.0
Sabi Omakase,1,2019-01-01,58.969936,5.7433133,Stavanger,Norway,4013,Sushi,4,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/sabi-omakase,4,4,North-East,Sushi,1,4.0
Sabor,1,2019-01-01,51.511368,-0.1396773,Mayfair,United Kingdom,W1B 4BR,Spanish,Not Specified,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sabor,Not Specified,4,North-West,Spanish,1,
Saint Pierre,1,2018-01-01,1.285781,103.8538,Singapore,Singapore,Unknown,French contemporary,2,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/saint-pierre,2,5,North-East,French,1,2.0
Saison,2,2019-01-01,37.76327,-122.41543,San Francisco,California,94107,Californian,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/saison,4,4,North-West,Californian,1,4.0
Salt,1,2019-01-01,52.18963,-1.7092043,Stratford-upon-Avon,United Kingdom,CV37 6HB,Modern British,Not Specified,https://guide.michelin.com/gb/en/warwickshire/stratford-upon-avon/restaurant/salt522869,Not Specified,4,North-West,Modern British,1,
Samphire,1,2019-01-01,49.18488,-2.1057,Saint Helier/Saint-Hélier,United Kingdom,JE2 4TQ,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/samphire392987,Not Specified,4,North-West,Modern cuisine,1,
Saneh Jaan,1,2019-01-01,13.735739,100.54605,Bangkok,Thailand,Unknown,Thai,2,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saneh-jaan,2,4,North-East,Thai,1,2.0
Satsuki,1,2019-01-01,40.801243,-73.95187,New York,New York City,10036,Japanese,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/satsuki,4,4,North-West,Japanese,1,4.0
SAV,1,2019-01-01,55.53376,13.00537,Malmö,Sweden,21875,Creative,3,https://guide.michelin.com/se/en/skane/malmo/restaurant/sav,3,4,North-East,Creative,1,3.0
Savelberg,1,2019-01-01,13.738216,100.54642,Bangkok,Thailand,Unknown,French contemporary,3,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/savelberg,3,4,North-East,French,1,3.0
Schwa,1,2019-01-01,41.90888,-87.66792,Chicago,Chicago,60662,Contemporary,4,https://guide.michelin.com/us/en/illinois/chicago/restaurant/schwa,4,4,North-West,Contemporary,1,4.0
SENNS.Restaurant,2,2019-01-01,47.83636,13.06389,Salzburg,Austria,5020,Creative,5,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/senns-restaurant,5,4,North-East,Creative,1,5.0
Senses,1,2019-01-01,52.244583,21.005886,Warszawa,Poland,00 085,Modern cuisine,5,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/senses,5,4,North-East,Modern cuisine,1,5.0
Sepia,1,2019-01-01,41.88394,-87.64247,Chicago,Chicago,60661,American,3,https://guide.michelin.com/us/en/illinois/chicago/restaurant/sepia,3,4,North-West,American,1,3.0
Seven Park Place,1,2019-01-01,51.50623,-0.13998,Saint James's,United Kingdom,SW1A 1LS,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/seven-park-place,Not Specified,4,North-West,Modern cuisine,1,
Shang Palace,1,2019-01-01,22.297325,114.177155,Hong Kong,Hong Kong,Unknown,Cantonese,3,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/shang-palace,3,4,North-East,Chinese,1,3.0
Shibumi,1,2019-01-01,34.044155,-118.256134,Los Angeles,California,90014,Japanese,4,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/shibumi559644,4,4,North-West,Japanese,1,4.0
SHIKI,1,2019-01-01,48.204067,16.37098,Wien,Austria,1010,Japanese,5,https://guide.michelin.com/at/en/vienna/wien/restaurant/shiki,5,4,North-East,Japanese,1,5.0
Shin Sushi,1,2019-01-01,34.15784,-118.49415,Los Angeles,California,91436,Japanese,3,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/shin-sushi,3,4,North-West,Japanese,1,3.0
Shinji (Bras Basah Road),1,2018-01-01,1.2959028,103.8539,Singapore,Singapore,Unknown,Sushi,2,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-bras-basah-road,2,5,North-East,Sushi,1,2.0
