name,Michelin stars,year,latitude,longitude,city,region,zipCode,cuisine,price,url,price_str,age_of_recognition,geo_group,cuisine_group,has_url,price_numeric
Jordnær,1,2019-01-01,55.748226,12.541014,København,Denmark,2820,Danish,3,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/jordnaer,3,4,North-East,Danish,1,3.0
jū-ni,1,2019-01-01,37.77672,-122.43886,San Francisco,California,94117,Japanese,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/ju-ni,4,4,North-West,Japanese,1,4.0
Jun Sakamoto,1,2019-01-01,-23.56318,-46.67737,São Paulo - 05413,Sao Paulo,0,Japanese,5,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/jun-sakamoto,5,4,South-West,Japanese,1,5.0
Jungsik,2,2019-01-01,40.718685,-74.00911,New York,New York City,10013,Korean,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jungsik,4,4,North-West,Korean,1,4.0
Jungsik,2,2019-01-01,37.525585,127.04107,Seoul,South Korea,Unknown,Korean contemporary,3,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jungsik511965,3,4,North-East,Korean contemporary,1,3.0
Junoon,1,2019-01-01,40.74325,-73.99077,New York,New York City,10010,Indian,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/junoon,4,4,North-West,Indian,1,4.0
Kadeau Bornholm,1,2019-01-01,55.00457,14.969216,Pedersker,Denmark,3720,Creative,4,https://guide.michelin.com/dk/en/capital-region/pedersker/restaurant/kadeau-bornholm,4,4,North-East,Creative,1,4.0
Kadeau Copenhagen,2,2019-01-01,55.67219,12.58848,København,Denmark,1408 K,Modern cuisine,4,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kadeau-copenhagen,4,4,North-East,Modern cuisine,1,4.0
Kai,1,2019-01-01,51.50871,-0.15162,Mayfair,United Kingdom,W1K 2QU,Chinese,Not Specified,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/kai123638,Not Specified,4,North-West,Chinese,1,
Kaiseki Den by Saotome,1,2019-01-01,22.285713,114.147865,Hong Kong,Hong Kong,Unknown,Japanese,5,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kaiseki-den-by-saotome,5,4,North-East,Japanese,1,5.0
Kajitsu,1,2019-01-01,40.72776,-73.98428,New York,New York City,10016,Japanese,3,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kajitsu,3,4,North-West,Japanese,1,3.0
Kali,1,2019-01-01,34.083443,-118.32455,Los Angeles,California,90028,Californian,3,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/kali,3,4,North-West,Californian,1,3.0
Kam's Roast Goose,1,2019-01-01,22.277693,114.175385,Hong Kong,Hong Kong,Unknown,Cantonese Roast Meats,1,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kam-s-roast-goose,1,4,North-East,Chinese,1,1.0
Kan Suke,1,2019-01-01,-23.5684,-46.64936,São Paulo - 01401,Sao Paulo,0,Japanese,5,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kan-suke,5,4,South-West,Japanese,1,5.0
Kanoyama,1,2019-01-01,40.73071,-73.98655,New York,New York City,10003,Japanese,3,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kanoyama,3,4,North-West,Japanese,1,3.0
Kashiwaya,2,2019-01-01,22.280643,114.15674,Hong Kong,Hong Kong,Unknown,Japanese,4,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kashiwaya,4,4,North-East,Japanese,1,4.0
Kato,1,2019-01-01,34.041683,-118.460915,Los Angeles,California,90025,Asian,3,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/kato,3,4,North-West,Asian,1,3.0
Keiko à Nob Hill,1,2019-01-01,37.793106,-122.41445,San Francisco,California,94109,Fusion,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/keiko-a-nob-hill,4,4,North-West,Fusion,1,4.0
Ken An Ho,1,2019-01-01,25.034622,121.55281,Taipei,Taipei,110,Japanese,4,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ken-an-ho,4,4,North-East,Japanese,1,4.0
Kenzo,1,2019-01-01,38.29924,-122.28928,San Francisco,California,94559,Japanese,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/kenzo,4,4,North-West,Japanese,1,4.0
Kiin Kiin,1,2019-01-01,55.69188,12.55754,København,Denmark,2200 N,Thai,2,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kiin-kiin,2,4,North-East,Thai,1,2.0
Kilian Stuba,1,2019-01-01,47.34858,10.17114,Kleinwalsertal,Austria,87568,Creative,5,https://guide.michelin.com/at/en/vorarlberg/kleinwalsertal/restaurant/kilian-stuba,5,4,North-East,Creative,1,5.0
Kin Khao,1,2019-01-01,37.785267,-122.40951,San Francisco,California,94102,Thai,2,https://guide.michelin.com/us/en/california/san-francisco/restaurant/kin-khao,2,4,North-West,Thai,1,2.0
King,1,2019-01-01,22.190178,113.54028,Macau,Macau,Unknown,Cantonese,1,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/king380226,1,4,North-East,Chinese,1,1.0
Kinjo,1,2019-01-01,37.79699,-122.422005,San Francisco,California,94109,Japanese,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/kinjo,4,4,North-West,Japanese,1,4.0
Kinoshita,1,2019-01-01,-23.59159,-46.67146,São Paulo - 04509,Sao Paulo,1,Japanese,5,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kinoshita,5,4,South-West,Japanese,1,5.0
Kinship,1,2019-01-01,38.903282,-77.0218,"Washington, D.C.",Washington DC,20001,Contemporary,3,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/kinship,3,4,North-West,Contemporary,1,3.0
Kitchen Table at Bubbledogs,2,2019-01-01,51.52041,-0.13647,Bloomsbury,United Kingdom,W1T 4QG,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/kitchen-table-at-bubbledogs,Not Specified,4,North-West,Modern cuisine,1,
Kitchen W8,1,2019-01-01,51.49918,-0.19692,Kensington,United Kingdom,W8 6AH,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/greater-london/kensington/restaurant/kitchen-w8,Not Specified,4,North-West,Modern cuisine,1,
Kitchin,1,2019-01-01,55.976967,-3.172842,Leith,United Kingdom,EH6 6LX,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/kitchin,Not Specified,4,North-West,Modern cuisine,1,
Kitcho,1,2019-01-01,25.04429,121.55076,Taipei,Taipei,110,Sushi,4,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/kitcho,4,4,North-East,Sushi,1,4.0
Ko,2,2019-01-01,40.72909,-73.98448,New York,New York City,10003,Contemporary,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ko,4,4,North-West,Contemporary,1,4.0
Kojima,2,2019-01-01,37.52559,127.04193,Seoul,South Korea,Unknown,Sushi,5,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/kojima,5,4,North-East,Sushi,1,5.0
Koka,1,2019-01-01,57.698406,11.965365,Göteborg,Sweden,411 25,Modern cuisine,3,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/koka,3,4,North-East,Modern cuisine,1,3.0
Kokkeriet,1,2019-01-01,55.68768,12.58492,København,Denmark,1306 K,Modern cuisine,3,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kokkeriet,3,4,North-East,Modern cuisine,1,3.0
KOKS,2,2019-01-01,62.13667,-7.022025,Leynar,Denmark,335,Creative,4,https://guide.michelin.com/dk/en/faroe-islands/leynar/restaurant/koks558780,4,4,North-West,Creative,1,4.0
Komi,1,2019-01-01,38.910107,-77.03836,"Washington, D.C.",Washington DC,20036,Mediterranean,4,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/komi,4,4,North-West,Mediterranean,1,4.0
Kong Hans Kælder,1,2019-01-01,55.6787,12.584003,København,Denmark,1070 K,Classic French,4,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kong-hans-kaelder,4,4,North-East,French,1,4.0
Konstantin Filippou,2,2019-01-01,48.21056,16.37996,Wien,Austria,1010,Modern cuisine,5,https://guide.michelin.com/at/en/vienna/wien/restaurant/konstantin-filippou,5,4,North-East,Modern cuisine,1,5.0
Kontrast,1,2019-01-01,59.92355,10.75106,Oslo,Norway,178,Scandinavian,3,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/kontrast,3,4,North-East,Scandinavian,1,3.0
Kosaka,1,2019-01-01,40.738316,-74.00137,New York,New York City,10011,Japanese,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kosaka,4,4,North-West,Japanese,1,4.0
Kosushi,1,2019-01-01,-23.58522,-46.6809,São Paulo - 04538,Sao Paulo,110,Japanese,3,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kosushi,3,4,South-West,Japanese,1,3.0
Kwonsooksoo,2,2019-01-01,37.526752,127.03571,Seoul,South Korea,Unknown,Korean,3,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/kwonsooksoo,3,4,North-East,Korean,1,3.0
Kyo Ya,1,2019-01-01,40.7266,-73.98526,New York,New York City,10009,Japanese,3,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kyo-ya,3,4,North-West,Japanese,1,3.0
L'Amitié,1,2019-01-01,37.522675,127.032646,Seoul,South Korea,Unknown,French,3,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/l-amitie,3,4,North-East,French,1,3.0
L'Appart,1,2019-01-01,40.711903,-74.01544,New York,New York City,10281,French,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-appart,4,4,North-West,French,1,4.0
L'Atelier de Joël Robuchon,1,2019-01-01,25.039188,121.56771,Taipei,Taipei,110,French contemporary,3,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/l-atelier-de-joel-robuchon550759,3,4,North-East,French,1,3.0
L'Atelier de Joël Robuchon,2,2019-01-01,40.742905,-74.00769,New York,New York City,Unknown,French,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-atelier-de-joel-robuchon562505,4,4,North-West,French,1,4.0
L'Atelier de Joël Robuchon,3,2019-01-01,22.281199,114.15816,Hong Kong,Hong Kong,Unknown,French contemporary,4,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/l-atelier-de-joel-robuchon,4,4,North-East,French,1,4.0
L'Ecrivain,1,2019-01-01,53.33627,-6.24834,City Centre,Ireland,D2,Modern cuisine,Not Specified,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/l-ecrivain,Not Specified,4,North-West,Modern cuisine,1,
L'Enclume,2,2019-01-01,54.201885,-2.953807,Cartmel,United Kingdom,LA11 6PZ,Creative,Not Specified,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/l-enclume,Not Specified,4,North-West,Creative,1,
L'Ortolan,1,2019-01-01,51.40833,-0.9542898,Shinfield,United Kingdom,RG2 9BY,French,Not Specified,https://guide.michelin.com/gb/en/wokingham/shinfield/restaurant/l-ortolan,Not Specified,4,North-West,French,1,
La Dame de Pic,1,2019-01-01,51.510372,-0.0788981,City of London,United Kingdom,EC3N 4AJ,Modern French,Not Specified,https://guide.michelin.com/gb/en/greater-london/city-of-london/restaurant/la-dame-de-pic,Not Specified,4,North-West,French,1,
La Degustation Bohême Bourgeoise,1,2019-01-01,50.09115,14.42511,Praha,Czech Republic,110 00,Modern cuisine,5,https://guide.michelin.com/cz/en/prague/praha/restaurant/la-degustation-boheme-bourgeoise,5,4,North-East,Modern cuisine,1,5.0
La Toque,1,2019-01-01,38.30351,-122.28349,San Francisco,California,94573,Contemporary,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/la-toque,4,4,North-West,Contemporary,1,4.0
La Trompette,1,2019-01-01,51.49222,-0.25619,Chiswick,United Kingdom,W4 2EU,Modern British,Not Specified,https://guide.michelin.com/gb/en/greater-london/chiswick/restaurant/la-trompette,Not Specified,4,North-West,Modern British,1,
La Yeon,3,2019-01-01,37.555813,127.00517,Seoul,South Korea,Unknown,Korean,4,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/la-yeon,4,4,North-East,Korean,1,4.0
Labyrinth,1,2018-01-01,1.2899688,103.8562,Singapore,Singapore,Unknown,Innovative,2,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/labyrinth,2,5,North-East,Innovative,1,2.0
Lady Helen,1,2019-01-01,52.526096,-7.188277,Baile Mhic Andáin/Thomastown,Ireland,Unknown,Modern cuisine,Not Specified,https://guide.michelin.com/ie/en/kilkenny/baile-mhic-andain-thomastown/restaurant/lady-helen,Not Specified,4,North-West,Modern cuisine,1,
Lai Heen,1,2019-01-01,22.148754,113.551926,Macau,Macau,Unknown,Cantonese,2,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/lai-heen,2,4,North-East,Chinese,1,2.0
Lasai,1,2019-01-01,-22.95401,-43.19557,Rio de Janeiro - 22271,Rio de Janeiro,20,modern,5,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/lasai,5,4,South-West,Modern cuisine,1,5.0
Lazy Bear,2,2019-01-01,37.760204,-122.41969,San Francisco,California,94110,Contemporary,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/lazy-bear,4,4,North-West,Contemporary,1,4.0
Le Bernardin,3,2019-01-01,40.76177,-73.98223,New York,New York City,10019,Seafood,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-bernardin,4,4,North-West,Seafood,1,4.0
Le Champignon Sauvage,1,2019-01-01,51.89146,-2.07912,Cheltenham,United Kingdom,GL50 2AQ,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/gloucestershire/cheltenham/restaurant/le-champignon-sauvage,Not Specified,4,North-West,Modern cuisine,1,
Le Ciel by Toni Mörwald,1,2019-01-01,48.20209,16.37156,Wien,Austria,1010,Classic cuisine,5,https://guide.michelin.com/at/en/vienna/wien/restaurant/le-ciel-by-toni-morwald,5,4,North-East,Classic cuisine,1,5.0
Le Comptoir,1,2019-01-01,34.06354,-118.30057,Los Angeles,California,90020,Californian,4,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/le-comptoir,4,4,North-West,Californian,1,4.0
Le Coucou,1,2019-01-01,40.719162,-74.00001,New York,New York City,10013,French,3,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-coucou,3,4,North-West,French,1,3.0
Le Du,1,2019-01-01,13.725005,100.52939,Bangkok,Thailand,Unknown,Thai,4,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-du,4,4,North-East,Thai,1,4.0
Le Gavroche,2,2019-01-01,51.51127,-0.15517,Mayfair,United Kingdom,W1K 7QR,French,Not Specified,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/le-gavroche,Not Specified,4,North-West,French,1,
Le Grill de Joël Robuchon,1,2019-01-01,40.742897,-74.0077,New York,New York City,Unknown,French,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-grill-de-joel-robuchon,4,4,North-West,French,1,4.0
Le Normandie,2,2019-01-01,13.723197,100.513855,Bangkok,Thailand,Unknown,French contemporary,4,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-normandie,4,4,North-East,French,1,4.0
Le Palais,3,2019-01-01,25.049496,121.51674,Taipei,Taipei,110,Cantonese,2,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/le-palais,2,4,North-East,Chinese,1,2.0
Ledbury,2,2019-01-01,51.51674,-0.20007,North Kensington,United Kingdom,W11 2AQ,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/greater-london/north-kensington/restaurant/ledbury,Not Specified,4,North-West,Modern cuisine,1,
Lee Jong Kuk 104,1,2019-01-01,37.592903,126.997284,Seoul,South Korea,Unknown,Korean,4,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/lee-jong-kuk-104,4,4,North-East,Korean,1,4.0
Lei Garden,1,2018-01-01,1.295228,103.8521,Singapore,Singapore,Unknown,Cantonese,1,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/lei-garden501509,1,5,North-East,Chinese,1,1.0
Lei Garden (Kwun Tong),1,2019-01-01,22.312672,114.22482,Hong Kong,Hong Kong,Unknown,Cantonese,1,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lei-garden-kwun-tong,1,4,North-East,Chinese,1,1.0
Lei Garden (Mong Kok),1,2019-01-01,22.320219,114.17133,Hong Kong,Hong Kong,Unknown,Cantonese,1,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lei-garden-mong-kok,1,4,North-East,Chinese,1,1.0
Leroy,1,2019-01-01,51.524086,-0.0815337,Shoreditch,United Kingdom,EC2A 4NU,Modern British,Not Specified,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/leroy,Not Specified,4,North-West,Modern British,1,
Les Amis,2,2018-01-01,1.3066648,103.8314,Singapore,Singapore,Unknown,French,3,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/les-amis,3,5,North-East,French,1,3.0
Liao Fan Hong Kong Soya Sauce Chicken Rice & Noodle,1,2018-01-01,1.28248,103.8439,Singapore,Singapore,Unknown,Street Food,1,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/liao-fan-hong-kong-soya-sauce-chicken-rice-noodle,1,5,North-East,Street Food,1,1.0
Loaf On,1,2019-01-01,22.379858,114.27188,Hong Kong,Hong Kong,Unknown,Cantonese,2,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/loaf-on,2,4,North-East,Chinese,1,2.0
Loam,1,2019-01-01,53.27384,-9.044447,Gaillimh/Galway,Ireland,Unknown,Creative,Not Specified,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/loam,Not Specified,4,North-West,Creative,1,
Locanda Locatelli,1,2019-01-01,51.51514,-0.15675,Marylebone,United Kingdom,W1H 7JZ,Italian,Not Specified,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/locanda-locatelli,Not Specified,4,North-West,Italian,1,
Loch Bay,1,2019-01-01,57.51487,-6.57114,Waternish,United Kingdom,IV55 8GA,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/highland/waternish/restaurant/loch-bay,Not Specified,4,North-West,Modern cuisine,1,
logy,1,2019-01-01,25.03561,121.55323,Taipei,Taipei,110,Asian contemporary,4,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/logy,4,4,North-East,Asian contemporary,1,4.0
Longtail,1,2019-01-01,25.023922,121.54841,Taipei,Taipei,110,Innovative,2,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/longtail,2,4,North-East,Innovative,1,2.0
Lord Stanley,1,2019-01-01,37.79592,-122.42208,San Francisco,California,94109,Californian,3,https://guide.michelin.com/us/en/california/san-francisco/restaurant/lord-stanley,3,4,North-West,Californian,1,3.0
Luce,1,2019-01-01,37.78194,-122.40498,San Francisco,California,94103,Contemporary,3,https://guide.michelin.com/us/en/california/san-francisco/restaurant/luce,3,4,North-West,Contemporary,1,3.0
Lung King Heen,3,2019-01-01,22.28665,114.15674,Hong Kong,Hong Kong,Unknown,Cantonese,4,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lung-king-heen,4,4,North-East,Chinese,1,4.0
Lyle's,1,2019-01-01,51.52378,-0.07704,Shoreditch,United Kingdom,E1 6JJ,Modern British,Not Specified,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/lyle-s,Not Specified,4,North-West,Modern British,1,
Lympstone Manor,1,2019-01-01,50.64069,-3.4186063,Lympstone,United Kingdom,EX8 3NZ,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/devon/lympstone/restaurant/lympstone-manor,Not Specified,4,North-West,Modern cuisine,1,
Ma Cuisine,1,2018-01-01,1.27826,103.842,Singapore,Singapore,Unknown,French,1,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/ma-cuisine,1,5,North-East,French,1,1.0
Maaemo,3,2019-01-01,59.910477,10.760408,Oslo,Norway,191,Modern cuisine,4,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/maaemo,4,4,North-East,Modern cuisine,1,4.0
Madcap,1,2019-01-01,37.974712,-122.56168,San Francisco,California,94960,Contemporary,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/madcap,4,4,North-West,Contemporary,1,4.0
Madera,1,2019-01-01,37.42014,-122.21151,San Francisco,California,94025,Contemporary,3,https://guide.michelin.com/us/en/california/san-francisco/restaurant/madera,3,4,North-West,Contemporary,1,3.0
Madrona Manor,1,2019-01-01,38.60428,-122.88647,San Francisco,California,95448,Contemporary,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/madrona-manor,4,4,North-West,Contemporary,1,4.0
Man Wah,1,2019-01-01,22.282213,114.15951,Hong Kong,Hong Kong,Unknown,Cantonese,4,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/man-wah,4,4,North-East,Chinese,1,4.0
Mandarin Grill + Bar,1,2019-01-01,22.281048,114.1574,Hong Kong,Hong Kong,Unknown,European contemporary,4,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/mandarin-grill-bar,4,4,North-East,European contemporary,1,4.0
Maní,1,2019-01-01,-23.56621,-46.67974,São Paulo - 05415,Sao Paulo,0,creative,5,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/mani,5,4,South-West,Creative,1,5.0
Manresa,3,2019-01-01,37.22761,-121.98071,South San Francisco,California,95030,Contemporary,4,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/manresa,4,4,North-West,Contemporary,1,4.0
Marchal,1,2019-01-01,55.68034,12.58508,København,Denmark,1050 K,Modern cuisine,2,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/marchal,2,4,North-East,Modern cuisine,1,2.0
Marcus,1,2019-01-01,51.50171,-0.15614,Belgravia,United Kingdom,SW1X 7RL,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/marcus,Not Specified,4,North-West,Modern cuisine,1,
Marea,2,2019-01-01,40.76749,-73.98114,New York,New York City,10019,Seafood,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/marea,4,4,North-West,Seafood,1,4.0
Martin Wishart,1,2019-01-01,55.97552,-3.17019,Leith,United Kingdom,EH6 6RA,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/martin-wishart,Not Specified,4,North-West,Modern cuisine,1,
Masa,3,2019-01-01,40.76855,-73.98335,New York,New York City,10019,Japanese,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/masa,4,4,North-West,Japanese,1,4.0
Masons Arms,1,2019-01-01,50.99547,-3.67163,Knowstone,United Kingdom,EX36 4RY,Classic French,Not Specified,https://guide.michelin.com/gb/en/devon/knowstone/restaurant/masons-arms,Not Specified,4,North-West,French,1,
Masseria,1,2019-01-01,38.909504,-76.99908,"Washington, D.C.",Washington DC,20002,Italian,3,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/masseria,3,4,North-West,Italian,1,3.0
Mathias Dahlgren-Matbaren,1,2019-01-01,59.32935,18.07543,Stockholm,Sweden,103 27,Modern cuisine,2,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/mathias-dahlgren-matbaren,2,4,North-East,Modern cuisine,1,2.0
Matt Worswick at The Latymer,1,2019-01-01,51.35764,-0.7086128,Bagshot,United Kingdom,GU19 5EU,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/surrey/bagshot/restaurant/matt-worswick-at-the-latymer,Not Specified,4,North-West,Modern cuisine,1,
Maude,1,2019-01-01,34.064346,-118.39904,Los Angeles,California,90212,Contemporary,4,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/maude,4,4,North-West,Contemporary,1,4.0
Maum,1,2019-01-01,37.72669,-122.414215,South San Francisco,California,94101,Korean,4,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/maum,4,4,North-West,Korean,1,4.0
Me‚Mu,1,2019-01-01,55.70901,9.53302,Vejle,Denmark,7100,Modern cuisine,3,https://guide.michelin.com/dk/en/vejle/restaurant/me%E2%80%9Amu,3,4,North-East,Modern cuisine,1,3.0
Meadowsweet,1,2019-01-01,40.710354,-73.96317,New York,New York City,11212,Mediterranean,3,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/meadowsweet,3,4,North-West,Mediterranean,1,3.0
Mee,1,2019-01-01,-22.96764,-43.17925,Rio de Janeiro - 22021,Rio de Janeiro,1,Asian influences,5,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/mee,5,4,South-West,Asian influences,1,5.0
Meta,1,2018-01-01,1.279372,103.8415,Singapore,Singapore,Unknown,Innovative,2,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/meta,2,5,North-East,Innovative,1,2.0
Methavalai Sorndaeng,1,2019-01-01,13.756321,100.502045,Bangkok,Thailand,Unknown,Thai,2,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/methavalai-sorndaeng,2,4,North-East,Thai,1,2.0
Métier,1,2019-01-01,38.903503,-77.0218,"Washington, D.C.",Washington DC,20001,Contemporary,4,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/metier,4,4,North-West,Contemporary,1,4.0
Mews,1,2019-01-01,51.48285,-9.37234,Baltimore,Ireland,Unknown,Modern cuisine,Not Specified,https://guide.michelin.com/ie/en/cork/ie-baltimore/restaurant/mews,Not Specified,4,North-West,Modern cuisine,1,
Mezzaluna,2,2019-01-01,13.722148,100.51691,Bangkok,Thailand,Unknown,Innovative,5,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/mezzaluna,5,4,North-East,Innovative,1,5.0
Michael Mina,1,2019-01-01,37.79349,-122.399574,San Francisco,California,94102,Contemporary,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/michael-mina,4,4,North-West,Contemporary,1,4.0
Midsummer House,2,2019-01-01,52.21243,0.12779,Cambridge,United Kingdom,CB4 1HA,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/cambridgeshire/cambridge/restaurant/midsummer-house,Not Specified,4,North-East,Modern cuisine,1,
Ming Court,1,2019-01-01,22.318314,114.16933,Hong Kong,Hong Kong,Unknown,Cantonese,3,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ming-court,3,4,North-East,Chinese,1,3.0
Ming Fu,1,2019-01-01,25.06171,121.52399,Taipei,Taipei,110,Taiwanese,3,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ming-fu,3,4,North-East,Taiwanese,1,3.0
Mingles,2,2019-01-01,37.52219,127.0392,Seoul,South Korea,Unknown,Korean contemporary,3,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mingles,3,4,North-East,Korean contemporary,1,3.0
minibar,2,2019-01-01,38.896294,-77.02386,"Washington, D.C.",Washington DC,20004,Contemporary,4,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/minibar,4,4,North-West,Contemporary,1,4.0
Mister Jiu's,1,2019-01-01,37.79371,-122.406654,San Francisco,California,94108,Chinese,3,https://guide.michelin.com/us/en/california/san-francisco/restaurant/mister-jius,3,4,North-West,Chinese,1,3.0
Mizumi (Macau),2,2019-01-01,22.188755,113.54488,Macau,Macau,Unknown,Japanese,2,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/mizumi-macau,2,4,North-East,Japanese,1,2.0
